Directories,Files,Lines of Code (LOC),Cyclomatic Complexity / Lines of Code,Comment Lines of Code (CLOC),Non-Comment Lines of Code (NCLOC),Logical Lines of Code (LLOC),Namespaces,Interfaces,Traits,Classes,Abstract Classes,Concrete Classes,Average Class Length (LLOC),Methods,Non-Static Methods,Static Methods,Public Methods,Non-Public Methods,Average Method Length (LLOC),Cyclomatic Complexity / Number of Methods,Functions,Named Functions,Anonymous Functions,Constants,Global Constants,Class Constants,Attribute Accesses,Non-Static Attribute Accesses,Static Attribute Accesses,Method Calls,Non-Static Method Calls,Static Method Calls,Global Accesses,Global Variable Accesses,Super-Global Variable Accesses,Global Constant Accesses,Test Classes,Test Methods
37,232,75076,0.41562516619688,17951,57125,18803,0,0,0,96,7,89,179.16666666667,1216,1091,125,800,416,14.144736842105,7.3026315789474,2,2,0,207,109,98,7804,7652,152,4106,3095,1011,395,0,76,319,1,0
